key_row,regiontype,regionname,statename,home_value,home_value_rounded,home_value_change_mm,home_value_change_yy,2016_median_home_value,2017_median_home_value,2018_median_home_value,2019_median_home_value,2020_median_home_value,2021_median_home_value,2022_median_home_value,2023_median_home_value,2024_median_home_value,2025_median_home_value,date,forecastyoypctchange,top_tier,bottom_tier,sale_price,listing_price,current_days_to_pending,dtp_month,days_to_pending,inventory,clean_regionname,zestimate_accuracy,zillow_on_market_median_error,zillow_on_market_properties,zillow_on_market_within_5,zillow_on_market_within_10,zillow_on_market_within_20,zillow_off_market_median_error,zillow_off_market_properties,zillow_off_market_within_5,zillow_off_market_within_10,zillow_off_market_within_20,home_value_one_bed,home_value_two_bed,home_value_three_bed,home_value_four_bed,home_value_five_bed
lewiston_id,metro,"Lewiston, ID",ID,357426.61,357000.00,0.37,3.28,189266.03,201848.06,212119.61,225255.46,240624.32,297754.42,341482.12,343468.65,350602.72,356762.89,"February 28, 2025",1.50,491567.55,261045.61,377000.00,404946.00,55.00,February 25,28.25,205.00,lewiston,"March 2, 2025",1.40,15900.00,89.82,97.11,99.20,5.68,826100.00,45.26,70.74,89.18,206707.93,276380.50,366511.54,406415.79,476591.34
clearlake_ca,metro,"Clearlake, CA",CA,307711.97,308000.00,-0.20,-0.31,198297.64,219576.04,244198.07,258138.24,264304.03,310926.75,337889.81,318979.54,309835.33,308022.59,"February 28, 2025",-3.10,449574.53,192427.48,335000.00,366283.00,46.00,February 25,46.50,394.00,clearlake,"March 2, 2025",2.00,108500.00,81.43,94.38,98.63,6.32,10700000.00,41.85,66.50,85.85,151478.51,247000.60,345553.41,434750.27,522174.54
baraboo_wi,metro,"Baraboo, WI",WI,311526.17,312000.00,-0.00,3.91,182457.26,190604.86,203385.94,215027.37,226253.67,258913.35,286354.76,300032.26,309818.19,311527.75,"February 28, 2025",1.00,457914.37,202926.26,280000.00,332433.00,39.00,February 25,39.00,185.00,baraboo,"March 2, 2025",2.52,19000.00,75.80,93.64,98.71,7.99,2200000.00,34.28,58.33,80.93,157513.73,245355.32,319687.46,371480.32,445725.55
somerset_ky,metro,"Somerset, KY",KY,168989.83,169000.00,1.54,5.26,83027.97,90849.80,100431.48,113304.93,132842.26,148317.02,163084.13,162767.96,162017.76,167704.67,"February 28, 2025",1.00,274443.15,103267.77,188000.00,279833.00,61.00,February 25,41.33,336.00,somerset,"March 2, 2025",1.99,17300.00,82.29,94.80,98.52,8.13,1600000.00,34.44,57.28,78.45,117246.60,159172.79,230226.60,313737.74,420660.39
mount_pleasant_mi,metro,"Mount Pleasant, MI",MI,196410.02,196000.00,0.08,3.47,117706.63,124384.91,128729.54,139652.26,150187.33,172586.39,186499.31,190127.24,195921.66,196334.64,"February 28, 2025",-0.10,291299.76,128194.53,200000.00,220783.00,47.00,February 25,21.50,139.00,mount pleasant,"March 2, 2025",2.48,30200.00,76.55,93.20,98.34,8.81,3800000.00,31.69,54.57,77.45,100089.50,139072.79,194735.24,254868.94,273468.23
lagrange_ga,metro,"LaGrange, GA",GA,186616.66,187000.00,0.30,6.07,92572.76,94050.03,105016.26,112622.88,116958.17,138151.71,163075.50,171199.67,183198.78,186340.80,"February 28, 2025",2.90,319618.05,86716.76,195000.00,235167.00,33.00,February 25,24.42,312.00,lagrange,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,56929.80,96288.20,203415.23,323723.51,419668.20
statesboro_ga,metro,"Statesboro, GA",GA,271370.23,271000.00,0.40,6.59,132411.21,137942.08,145938.95,151424.32,158180.87,182368.27,217650.99,237241.08,264489.32,270825.07,"February 28, 2025",4.90,403103.28,166478.35,315000.00,353117.00,28.00,February 25,24.67,175.00,statesboro,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,178634.49,150403.82,264874.12,345214.76,464043.66
hudson_ny,metro,"Hudson, NY",NY,423501.99,424000.00,-0.05,4.14,220677.83,228076.93,239039.03,243630.20,257345.58,335156.67,391015.85,401425.98,415860.95,423597.54,"February 28, 2025",4.20,734868.50,289090.15,645000.00,573300.00,104.00,February 25,57.75,272.00,hudson,"March 2, 2025",3.22,55900.00,66.94,88.64,97.74,9.37,5500000.00,30.09,52.51,77.22,294852.16,330852.63,411733.45,551819.79,749347.70
marietta_oh,metro,"Marietta, OH",OH,182719.73,183000.00,0.41,4.73,125505.03,128895.81,132704.57,137423.74,145540.45,164459.95,175888.02,174593.28,177851.23,182350.12,"February 28, 2025",-0.70,286769.22,109960.41,140950.00,241433.00,26.00,February 25,26.00,138.00,marietta,"March 2, 2025",2.36,43200.00,77.76,93.54,98.22,8.75,4200000.00,32.05,54.77,77.51,93886.30,129450.01,188033.46,251248.33,296815.58
enid_ok,metro,"Enid, OK",OK,128546.60,129000.00,0.27,4.08,98905.78,101681.97,99920.46,100431.55,101469.76,110258.27,117876.75,122169.25,125244.08,128375.84,"February 28, 2025",-1.00,251861.05,60759.10,,175767.00,43.00,February 25,23.33,219.00,enid,"March 2, 2025",1.88,25300.00,83.34,94.65,98.31,7.39,1400000.00,37.78,59.86,79.00,36452.49,60781.96,151748.60,273562.43,323431.88
rutland_vt,metro,"Rutland, VT",VT,289424.43,289000.00,-0.09,-0.80,174426.63,182419.95,190128.01,191652.65,199265.08,237043.19,275935.19,285496.59,293646.46,289556.33,"February 28, 2025",1.70,471541.03,192406.19,,437333.00,50.00,February 25,23.58,167.00,rutland,"March 2, 2025",2.66,2600.00,74.09,91.43,97.91,12.71,274700.00,23.74,42.35,66.38,215906.65,254112.86,297691.96,354934.89,430183.79
hutchinson_ks,metro,"Hutchinson, KS",KS,140630.79,141000.00,0.39,6.77,89497.78,90090.02,91674.66,94488.14,98259.06,110137.02,124375.04,130131.71,137094.82,140357.98,"February 28, 2025",1.90,262393.99,75582.46,149900.00,159133.00,29.00,February 25,29.75,160.00,hutchinson,"March 2, 2025",2.17,10600.00,80.51,94.88,98.92,7.47,1000000.00,36.37,60.81,82.11,52146.11,90921.35,160976.79,231379.04,320622.07
charleston_il,metro,"Charleston, IL",IL,126889.80,127000.00,0.24,4.66,92740.04,90596.48,90788.71,96571.39,103518.03,109019.95,112872.87,118364.87,123131.13,126736.27,"February 28, 2025",-1.80,231373.18,68283.20,,138650.00,26.00,February 25,10.33,121.00,charleston,"March 2, 2025",2.21,45300.00,80.30,94.85,98.74,8.18,4300000.00,33.85,57.38,79.92,183547.01,81882.13,139083.26,193124.21,213339.95
georgetown_sc,metro,"Georgetown, SC",SC,388507.98,389000.00,0.20,2.72,208543.82,218377.21,229018.86,238262.20,247917.80,290940.06,354387.98,369824.48,387836.81,388129.44,"February 28, 2025",2.80,805658.94,181428.40,520000.00,415833.00,53.00,February 25,37.75,516.00,georgetown,"March 2, 2025",1.61,48900.00,87.62,96.30,98.86,6.85,2100000.00,39.57,63.51,83.20,225709.20,260715.76,377690.26,662001.87,1348776.12
lake_city_fl,metro,"Lake City, FL",FL,258539.95,259000.00,0.19,2.87,121187.43,128105.29,142309.91,147877.38,163794.93,197733.77,242927.96,245748.46,258164.18,258294.95,"February 28, 2025",3.10,402000.86,145733.22,229000.00,320833.00,50.00,February 25,40.83,257.00,lake city,"March 2, 2025",1.95,283000.00,84.73,95.36,98.69,6.85,9400000.00,39.13,64.03,85.21,143256.55,175778.98,256294.13,366450.92,459733.53
fort_madison_ia,metro,"Fort Madison, IA",IA,110189.75,110000.00,0.09,2.39,87293.69,86699.50,88642.88,90351.22,94057.20,101956.44,107515.55,107458.23,109387.70,110139.34,"February 28, 2025",-2.70,221427.42,53373.90,,117667.00,,February 25,,184.00,fort madison,"March 2, 2025",1.85,14200.00,83.34,95.17,98.74,7.82,1300000.00,35.37,58.90,80.66,50450.38,80428.75,133785.59,157125.64,195117.31
alamogordo_nm,metro,"Alamogordo, NM",NM,230625.15,231000.00,0.67,9.02,122404.02,125110.73,130433.33,136134.97,145232.39,165564.12,196623.56,207233.93,216304.27,229859.66,"February 28, 2025",4.20,361750.62,151871.79,,276300.00,45.00,February 25,30.83,290.00,alamogordo,"March 2, 2025",1.70,9500.00,86.08,95.87,98.94,6.43,722700.00,41.46,65.75,84.75,151705.36,168025.01,219784.94,343743.04,374320.14
marshall_tx,metro,"Marshall, TX",TX,299786.56,300000.00,-0.06,-0.22,177240.81,189091.39,200925.99,209503.92,219010.59,254853.20,304007.69,300804.61,301160.12,299872.96,,,522029.72,179424.92,,,,February 25,,,marshall,"March 2, 2025",1.90,231800.00,84.41,95.11,98.57,6.37,10000000.00,41.50,66.60,86.27,147400.38,183059.74,275025.53,405154.02,622446.91
laconia_nh,metro,"Laconia, NH",NH,471813.81,472000.00,0.13,5.57,210564.13,223387.53,240516.84,253362.82,270547.30,349457.88,414481.31,426666.08,458824.63,471503.99,"February 28, 2025",4.90,818855.60,323181.42,,503450.00,19.00,February 25,17.17,140.00,laconia,"March 2, 2025",2.52,4600.00,76.49,93.44,98.59,7.66,600500.00,35.24,60.22,82.96,267153.28,385091.28,502376.18,637152.84,909191.89
crossville_tn,metro,"Crossville, TN",TN,291409.66,291000.00,0.16,2.81,135168.64,140590.03,150375.55,162539.55,176196.71,215427.58,262418.50,271999.16,291170.44,291174.04,"February 28, 2025",4.30,456476.93,164801.50,271000.00,364300.00,79.00,February 25,46.58,463.00,crossville,"March 2, 2025",1.80,50400.00,83.62,94.30,97.94,8.39,2700000.00,34.07,55.66,75.61,135457.45,256111.70,343432.40,458850.29,571336.63
barre_vt,metro,"Barre, VT",VT,364406.92,364000.00,0.06,0.85,219493.08,228899.81,236878.32,242019.24,253665.62,299100.71,340919.84,357923.36,365957.02,364304.55,"February 28, 2025",1.40,567141.30,247938.97,346000.00,439783.00,40.00,February 25,17.58,114.00,barre,"March 2, 2025",2.66,2600.00,74.09,91.43,97.91,12.71,274700.00,23.74,42.35,66.38,213460.61,302601.88,370643.82,446684.11,523523.45
sayre_pa,metro,"Sayre, PA",PA,191370.08,191000.00,0.58,6.39,135534.85,131578.94,134550.97,134703.97,141550.55,156207.06,169770.63,172892.57,185681.03,190822.91,"February 28, 2025",0.50,314716.48,115520.06,189450.00,212583.00,64.00,February 25,24.17,101.00,sayre,"March 2, 2025",2.52,37000.00,75.53,92.77,98.26,9.39,4600000.00,30.19,52.31,75.61,157635.67,168865.16,198814.99,229358.39,272228.04
salina_ks,metro,"Salina, KS",KS,168948.82,169000.00,0.04,4.57,105405.43,108330.93,113105.51,116137.76,122541.77,139589.49,153981.20,162302.92,165020.69,168915.79,"February 28, 2025",0.50,294525.36,99908.92,200000.00,192400.00,15.00,February 25,11.08,128.00,salina,"March 2, 2025",2.17,10600.00,80.51,94.88,98.92,7.47,1000000.00,36.37,60.81,82.11,72317.55,112448.14,185592.89,247943.09,324575.30
kapaa_hi,metro,"Kapaa, HI",HI,968011.06,968000.00,-0.29,2.09,520280.82,544727.51,579163.61,603972.17,639431.57,738726.02,892507.61,921325.77,976852.06,969436.70,"February 28, 2025",1.60,1649550.21,699721.85,1124500.00,1306500.00,51.00,February 25,41.00,394.00,kapaa,"March 2, 2025",1.86,8700.00,83.67,95.17,98.90,7.83,525000.00,35.11,59.46,82.63,749756.80,979133.63,972440.12,1197102.14,1390755.98
fergus_falls_mn,metro,"Fergus Falls, MN",MN,313868.55,314000.00,0.03,6.02,178105.57,188095.08,195416.10,210441.90,217574.58,259512.97,285869.10,292879.28,304702.77,313818.79,"February 28, 2025",1.30,514504.46,179263.92,248900.00,356633.00,63.00,February 25,38.50,195.00,fergus falls,"March 2, 2025",1.92,23400.00,84.54,96.22,99.10,6.53,2100000.00,40.46,65.56,85.85,219379.69,255524.50,289370.03,334310.22,406775.61
hobbs_nm,metro,"Hobbs, NM",NM,171235.51,171000.00,0.77,-0.00,194738.31,191653.77,197997.96,212079.77,219487.08,219133.18,197320.86,181374.10,170625.66,170582.73,"February 28, 2025",-8.70,280312.30,109297.70,240000.00,261667.00,18.00,February 25,17.58,121.00,hobbs,"March 2, 2025",1.70,9500.00,86.08,95.87,98.94,6.43,722700.00,41.46,65.75,84.75,202806.05,137027.52,212351.36,304313.41,371416.45
nacogdoches_tx,metro,"Nacogdoches, TX",TX,218478.04,218000.00,0.49,1.10,144475.12,147175.36,149580.81,155638.46,167591.04,185278.34,211762.03,216642.48,215419.86,217946.32,"February 28, 2025",-0.30,372616.90,118613.74,,276333.00,59.00,February 25,25.17,182.00,nacogdoches,"March 2, 2025",1.90,231800.00,84.41,95.11,98.57,6.37,10000000.00,41.50,66.60,86.27,147400.38,142708.38,232114.93,333794.01,622446.91
walla_walla_wa,metro,"Walla Walla, WA",WA,402893.24,403000.00,0.27,3.16,206751.64,224235.87,248441.04,265301.01,283492.60,339239.15,388841.54,389794.54,395084.45,402353.59,"February 28, 2025",0.60,604857.54,280291.14,,532333.00,52.00,February 25,32.50,130.00,walla walla,"March 2, 2025",1.63,34400.00,86.84,96.46,99.18,5.98,2800000.00,43.52,68.77,87.49,207661.38,287526.43,412755.44,498059.56,551714.65
shelton_wa,metro,"Shelton, WA",WA,448995.65,449000.00,0.22,3.31,198755.50,222151.35,254835.75,277336.42,309525.69,397241.69,441106.52,427214.84,440877.35,448501.46,"February 28, 2025",1.50,675464.87,311256.11,399000.00,470050.00,35.00,February 25,25.83,193.00,shelton,"March 2, 2025",1.63,34400.00,86.84,96.46,99.18,5.98,2800000.00,43.52,68.77,87.49,347566.45,430142.68,480367.91,534014.18,600116.08
oneonta_ny,metro,"Oneonta, NY",NY,196107.11,196000.00,-0.12,4.22,122754.60,126055.75,130406.62,134533.52,140082.25,160266.07,178322.04,183337.23,195357.77,196225.52,"February 28, 2025",0.50,324667.06,123212.98,,251583.00,,February 25,,153.00,oneonta,"March 2, 2025",3.22,55900.00,66.94,88.64,97.74,9.37,5500000.00,30.09,52.51,77.22,136039.35,167204.25,195143.28,234645.31,280649.75
farmington_mo,metro,"Farmington, MO",MO,180274.90,180000.00,0.75,5.38,104113.77,106885.43,111266.34,116440.99,123485.66,146306.59,164421.08,168417.54,175443.76,179606.31,"February 28, 2025",2.10,302490.96,105336.90,176500.00,206600.00,30.00,February 25,25.17,236.00,farmington,"March 2, 2025",2.23,27800.00,79.74,94.22,98.57,8.16,2300000.00,34.12,57.21,79.74,84680.74,133497.73,209519.92,274857.25,354978.89
elizabeth_city_nc,metro,"Elizabeth City, NC",NC,250985.34,251000.00,0.42,5.83,145362.71,144637.96,156087.88,157759.63,162980.99,193759.61,221267.09,229498.76,244548.53,250459.53,"February 28, 2025",3.10,372077.99,142731.24,278500.00,331300.00,41.00,February 25,26.42,189.00,elizabeth city,"March 2, 2025",1.56,73200.00,87.33,96.03,98.79,6.38,4100000.00,41.72,65.53,83.94,132796.21,141214.31,253295.33,349477.60,389201.91
fremont_oh,metro,"Fremont, OH",OH,175313.06,175000.00,0.89,6.06,101637.89,104450.65,110030.23,115413.94,118261.31,139682.40,150564.82,158206.54,169075.76,174536.34,"February 28, 2025",2.60,270615.86,118865.55,,184300.00,16.00,February 25,8.58,102.00,fremont,"March 2, 2025",2.36,43200.00,77.76,93.54,98.22,8.75,4200000.00,32.05,54.77,77.51,100593.32,134057.30,179980.83,207640.50,238123.95
fairmont_wv,metro,"Fairmont, WV",WV,157891.28,158000.00,0.40,5.24,105934.67,107400.55,115189.28,118508.05,123571.08,139054.02,148661.53,150699.66,153757.42,157578.95,"February 28, 2025",-0.70,259955.45,86867.93,,180567.00,39.00,February 25,22.67,99.00,fairmont,"March 2, 2025",2.37,4600.00,76.31,92.23,97.43,10.33,632700.00,28.44,48.96,71.21,71891.80,106580.22,183535.69,230589.57,267215.03
marion_oh,metro,"Marion, OH",OH,166796.06,167000.00,0.53,7.04,84983.67,87982.64,93222.07,105729.96,111162.44,134098.11,146877.69,153672.51,163028.86,166353.17,"February 28, 2025",2.90,284028.42,100331.89,149900.00,195117.00,20.00,February 25,10.83,138.00,marion,"March 2, 2025",2.36,43200.00,77.76,93.54,98.22,8.75,4200000.00,32.05,54.77,77.51,85092.96,117977.79,168343.28,239892.02,303094.50
kinston_nc,metro,"Kinston, NC",NC,142625.72,143000.00,0.37,7.46,70019.04,70470.78,75643.50,78735.92,82818.56,102351.86,123331.55,133585.18,138982.32,142365.17,"February 28, 2025",4.50,241727.44,54339.35,195000.00,211300.00,,February 25,,115.00,kinston,"March 2, 2025",1.56,73200.00,87.33,96.03,98.79,6.38,4100000.00,41.72,65.53,83.94,42525.25,77602.24,168559.43,252851.46,317143.13
athens_oh,metro,"Athens, OH",OH,170966.52,171000.00,0.42,7.42,108625.23,111559.57,117594.84,124844.68,129642.83,146985.03,159689.40,159386.69,165767.33,170608.06,"February 28, 2025",0.10,300595.77,74355.00,,207267.00,38.00,February 25,41.00,88.00,athens,"March 2, 2025",2.36,43200.00,77.76,93.54,98.22,8.75,4200000.00,32.05,54.77,77.51,106217.44,132661.50,206628.46,267473.48,313458.04
columbus_ms,metro,"Columbus, MS",MS,170484.52,170000.00,0.84,6.88,123668.80,121735.42,126422.89,133541.03,134884.02,147025.49,162908.80,156176.16,163367.45,169772.97,"February 28, 2025",-0.90,281133.24,91869.67,181375.00,246283.00,,February 25,,144.00,columbus,"March 2, 2025",1.97,11000.00,81.79,93.99,98.07,7.18,872100.00,38.84,60.67,79.37,102043.28,115195.88,193861.34,297432.88,423256.98
albemarle_nc,metro,"Albemarle, NC",NC,284655.43,285000.00,0.12,5.51,130414.05,139533.32,149860.42,159065.84,172605.38,216303.05,256924.86,262368.27,278356.08,284491.48,"February 28, 2025",3.70,432675.61,179676.01,295000.00,296666.00,,February 25,,248.00,albemarle,"March 2, 2025",1.56,73200.00,87.33,96.03,98.79,6.38,4100000.00,41.72,65.53,83.94,128463.41,185605.62,297051.97,402258.07,447576.60
red_bluff_ca,metro,"Red Bluff, CA",CA,308160.58,308000.00,0.09,1.05,182504.73,192801.46,210938.43,230158.19,247103.90,293324.27,320463.31,305304.77,306723.84,308023.46,"February 28, 2025",-1.60,444884.22,198441.07,301000.00,399333.00,45.00,February 25,41.67,253.00,red bluff,"March 2, 2025",2.00,108500.00,81.43,94.38,98.63,6.32,10700000.00,41.85,66.50,85.85,167650.28,228804.28,332217.40,407210.40,466126.07
roswell_nm,metro,"Roswell, NM",NM,146151.22,146000.00,0.21,7.30,101462.00,102450.85,107498.10,118153.33,128060.57,144775.80,152060.00,145005.21,143345.90,145999.58,"February 28, 2025",-3.00,256634.16,80816.01,182476.00,240667.00,45.00,February 25,36.33,237.00,roswell,"March 2, 2025",1.70,9500.00,86.08,95.87,98.94,6.43,722700.00,41.46,65.75,84.75,202806.05,125829.51,192297.41,303276.44,367209.21
batavia_ny,metro,"Batavia, NY",NY,200536.07,201000.00,0.32,7.60,109719.90,114627.11,119955.55,125132.72,134409.20,160639.54,177197.84,179881.80,191962.79,200212.58,"February 28, 2025",2.60,293621.79,141198.46,,210467.00,25.00,February 25,14.33,70.00,batavia,"March 2, 2025",3.22,55900.00,66.94,88.64,97.74,9.37,5500000.00,30.09,52.51,77.22,112940.24,164022.13,203642.66,217685.57,246698.95
big_stone_gap_va,metro,"Big Stone Gap, VA",VA,119710.23,120000.00,-0.02,8.20,76078.26,77632.42,81954.60,79509.41,80573.74,95798.79,107281.22,110786.41,115111.67,119719.71,"February 28, 2025",1.40,214706.67,58265.48,,163333.00,,February 25,,101.00,big stone gap,"March 2, 2025",1.65,33300.00,86.26,96.49,99.07,5.62,3000000.00,45.96,70.31,87.08,57595.26,70388.94,130705.79,189503.85,213921.82
gallup_nm,metro,"Gallup, NM",NM,206772.26,207000.00,0.64,4.04,148895.94,141964.54,149282.32,160759.67,171935.85,190442.09,196170.26,197787.35,202284.34,206113.10,"February 28, 2025",-0.70,300367.18,139272.75,,253967.00,,February 25,,50.00,gallup,"March 2, 2025",1.70,9500.00,86.08,95.87,98.94,6.43,722700.00,41.46,65.75,84.75,202806.05,250665.04,231190.47,296033.11,537313.61
sturgis_mi,metro,"Sturgis, MI",MI,195499.72,195000.00,0.40,4.00,111267.12,118386.82,129194.86,136848.31,143960.96,168665.61,183032.24,182806.60,193166.56,195109.35,"February 28, 2025",0.40,336910.47,114985.88,200000.00,231633.00,30.00,February 25,19.08,156.00,sturgis,"March 2, 2025",2.48,30200.00,76.55,93.20,98.34,8.81,3800000.00,31.69,54.57,77.45,127707.73,149120.46,195323.75,235217.50,298855.70
faribault_mn,metro,"Faribault, MN",MN,332054.88,332000.00,0.54,4.79,190706.96,204834.54,222646.87,235001.72,248217.82,280156.72,307423.10,312516.64,321731.58,331163.37,"February 28, 2025",0.30,487938.05,232455.85,347250.00,362717.00,45.00,February 25,28.00,120.00,faribault,"March 2, 2025",1.92,23400.00,84.54,96.22,99.10,6.53,2100000.00,40.46,65.56,85.85,334170.20,274708.65,320061.80,385536.06,439462.10
sterling_il,metro,"Sterling, IL",IL,126902.58,127000.00,0.62,4.65,93871.56,91745.88,91317.02,90502.33,97703.05,105782.90,112830.62,119954.47,123505.44,126511.15,"February 28, 2025",-0.50,212948.16,75255.06,115500.00,142933.00,28.00,February 25,17.00,159.00,sterling,"March 2, 2025",2.21,45300.00,80.30,94.85,98.74,8.18,4300000.00,33.85,57.38,79.92,69346.43,103557.03,147900.25,170066.46,187928.17
sanford_nc,metro,"Sanford, NC",NC,275329.62,275000.00,0.39,3.60,122327.91,129107.50,141586.69,149123.16,166461.84,198964.33,241260.41,259888.54,271580.17,274790.86,"February 28, 2025",4.30,399393.27,171641.06,292000.00,323283.00,46.00,February 25,27.33,198.00,sanford,"March 2, 2025",1.56,73200.00,87.33,96.03,98.79,6.38,4100000.00,41.72,65.53,83.94,145566.35,169260.13,269504.53,358245.32,438703.15
durango_co,metro,"Durango, CO",CO,657017.28,657000.00,0.16,3.08,368622.04,389896.59,402094.01,413570.21,422902.98,492073.34,610206.74,614608.47,643083.21,656491.66,"February 28, 2025",2.40,1041837.84,408396.08,719900.00,833000.00,41.00,February 25,30.75,254.00,durango,"March 2, 2025",1.34,41500.00,91.27,97.73,99.38,5.30,2200000.00,47.86,72.71,89.84,341402.54,520302.13,714330.39,947104.67,1225026.31
mount_vernon_oh,metro,"Mount Vernon, OH",OH,268161.91,268000.00,0.40,6.97,137967.49,149833.55,158277.91,164803.96,175625.69,209818.81,235810.77,242201.16,260452.36,267632.49,"February 28, 2025",3.00,431868.08,170871.95,167500.00,326933.00,,February 25,,162.00,mount vernon,"March 2, 2025",2.36,43200.00,77.76,93.54,98.22,8.75,4200000.00,32.05,54.77,77.51,166382.64,191563.51,268174.01,346507.08,434810.28
point_pleasant_wv,metro,"Point Pleasant, WV",WV,149597.62,150000.00,0.50,9.10,93390.13,94000.51,95427.94,98468.06,104447.48,121022.21,135071.13,134956.30,144765.00,149223.16,"February 28, 2025",1.60,250077.43,81890.73,185000.00,189333.00,40.00,February 25,29.67,123.00,point pleasant,"March 2, 2025",2.37,4600.00,76.31,92.23,97.43,10.33,632700.00,28.44,48.96,71.21,93398.60,105441.04,162766.84,209558.38,274921.92
ionia_mi,metro,"Ionia, MI",MI,242275.59,242000.00,0.41,4.97,132503.02,142466.90,154001.93,163860.49,172000.80,202491.21,221120.51,225463.49,237502.12,241784.38,,,416154.98,130097.39,,,,February 25,,,ionia,"March 2, 2025",2.48,30200.00,76.55,93.20,98.34,8.81,3800000.00,31.69,54.57,77.45,162336.90,184270.45,247430.03,383248.31,466865.71
norwalk_oh,metro,"Norwalk, OH",OH,173910.11,174000.00,0.67,6.59,105849.72,111253.40,113893.51,120345.66,125028.52,144015.36,155706.76,157969.87,169675.36,173333.62,"February 28, 2025",0.50,285594.50,105905.10,199000.00,203267.00,26.00,February 25,12.08,91.00,norwalk,"March 2, 2025",2.36,43200.00,77.76,93.54,98.22,8.75,4200000.00,32.05,54.77,77.51,110920.55,139950.41,184672.04,213975.00,242949.46
mason_city_ia,metro,"Mason City, IA",IA,184377.99,184000.00,0.47,6.10,109424.15,114353.08,119994.02,128107.26,132544.18,148942.13,171289.80,173325.83,179582.93,183946.56,"February 28, 2025",0.80,352497.90,101115.65,200000.00,223920.00,69.00,February 25,37.33,230.00,mason city,"March 2, 2025",1.85,14200.00,83.34,95.17,98.74,7.82,1300000.00,35.37,58.90,80.66,101859.41,127759.40,181066.37,262308.97,391145.10
payson_az,metro,"Payson, AZ",AZ,375625.93,376000.00,0.02,0.88,191498.77,198151.60,213392.46,233574.59,247560.05,309160.60,366935.51,358167.09,376482.10,375597.12,"February 28, 2025",2.20,591809.63,208617.00,459000.00,475667.00,75.00,February 25,48.33,351.00,payson,"March 2, 2025",1.41,53500.00,90.58,97.51,99.38,5.68,2600000.00,45.54,70.29,88.08,261719.89,344606.50,450861.52,589302.19,740559.27
kearney_ne,metro,"Kearney, NE",NE,277108.21,277000.00,0.34,4.17,183122.82,186220.81,192020.11,200336.38,204938.07,225075.42,255518.92,263707.88,270178.98,276633.32,"February 28, 2025",0.20,437024.41,180484.39,,289850.00,28.00,February 25,21.08,85.00,kearney,"March 2, 2025",1.69,8100.00,85.86,95.87,98.89,6.60,680700.00,40.81,64.60,84.03,131160.33,179129.27,250407.81,304682.60,446298.52
oil_city_pa,metro,"Oil City, PA",PA,125600.00,126000.00,0.21,7.52,81658.52,81207.03,81694.83,82629.93,87951.21,107866.47,118810.61,117076.44,122579.24,125466.16,"February 28, 2025",1.00,222430.94,63419.11,,154917.00,,February 25,,125.00,oil city,"March 2, 2025",2.52,37000.00,75.53,92.77,98.26,9.39,4600000.00,30.19,52.31,75.61,74394.29,108974.82,135513.57,146770.85,167179.04
sonora_ca,metro,"Sonora, CA",CA,393955.22,394000.00,0.32,1.85,278159.05,285709.83,301684.78,310394.24,307950.97,363100.18,406498.95,393118.75,389627.79,393328.35,"February 28, 2025",-1.30,539384.49,304049.92,,416633.00,,February 25,,164.00,sonora,"March 2, 2025",2.00,108500.00,81.43,94.38,98.63,6.32,10700000.00,41.85,66.50,85.85,252620.72,323529.00,413545.22,495235.61,603059.21
carlsbad_nm,metro,"Carlsbad, NM",NM,218237.20,218000.00,0.49,5.52,187725.91,179069.01,170243.91,188539.56,208054.82,227850.87,222841.56,208585.86,210724.81,217709.15,"February 28, 2025",-3.60,339203.07,145358.77,207500.00,265667.00,26.00,February 25,23.25,155.00,carlsbad,"March 2, 2025",1.70,9500.00,86.08,95.87,98.94,6.43,722700.00,41.46,65.75,84.75,202806.05,167125.98,260515.01,376390.29,537313.61
gloversville_ny,metro,"Gloversville, NY",NY,191592.93,192000.00,-0.06,4.84,108872.65,116825.43,119507.14,123347.15,131362.48,158608.61,174862.94,176001.30,190740.88,191646.73,"February 28, 2025",1.10,322880.81,116191.25,180000.00,224950.00,39.00,February 25,39.00,108.00,gloversville,"March 2, 2025",3.22,55900.00,66.94,88.64,97.74,9.37,5500000.00,30.09,52.51,77.22,124470.36,158334.74,199469.37,233189.22,274001.70
jefferson_ga,metro,"Jefferson, GA",GA,394574.32,395000.00,0.19,3.14,184978.85,199434.35,218066.49,235203.71,248749.40,300584.82,370219.84,370129.80,388217.31,394194.35,"February 28, 2025",2.50,528001.68,295654.72,410000.00,426267.00,57.00,February 25,37.67,436.00,jefferson,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,222928.75,243149.13,341240.57,420832.62,508595.38
vicksburg_ms,metro,"Vicksburg, MS",MS,146076.18,146000.00,0.42,3.13,127076.22,126077.33,123697.85,124239.68,128504.78,144726.52,149147.92,142164.27,143336.14,145769.25,"February 28, 2025",-3.20,263055.84,68228.65,,214667.00,38.00,February 25,38.00,132.00,vicksburg,"March 2, 2025",1.97,11000.00,81.79,93.99,98.07,7.18,872100.00,38.84,60.67,79.37,102043.28,105197.83,176999.87,280084.45,423256.98
